# 031 PLAN-001 P1.4r mutgate spec. fix_id <TAB> target_file <TAB> sed_expr <TAB> test_cmd
# Run by evidence/P1.4r/p14r_mutgate.sh in a throwaway copy. `test` = ailang test
# src/core/ext/runtime.ail in the P1.4r workspace (p14r_check.sh: its own ailang.lock, so the
# lock trap cannot apply; 0 failed required); `e2e` = the end-to-end runner over P0.6's
# consumers (exit 0 and the PASS line required); `lint` = literal_defaults.py over the host
# context literals (static; for the literal sites inside effectful drivers no cheap test reaches).
# Every test_cmd is a script that logs to a file before grepping (no `cmd | grep -q` under pipefail).
# --- the brief's named rows ------------------------------------------------
# default verification = Passed -> red: the runtime's host literal (behavioural), the per-turn session literal, an rpc literal (static)
default_verification_passed_runtime	src/core/ext/runtime.ail	s/^\t    verification: NotReached,$/\t    verification: Passed({ occurrence: "m", step: 0, command: "c", exit_code: Some(0), output: "", truncated: false, workspace_revision: None }),/	bash .agent/projects/031_system_one_decisions/evidence/P1.4r/p14r_check.sh test src/core/ext/runtime.ail
default_verification_passed_session	src/core/session.ail	s/verification: NotReached, tool_evidence: empty_tool_evidence(), decision_state: None, world: world --/verification: Passed({ occurrence: "m", step: 0, command: "c", exit_code: Some(0), output: "", truncated: false, workspace_revision: None }), tool_evidence: empty_tool_evidence(), decision_state: None, world: world --/	python3 .agent/projects/031_system_one_decisions/evidence/P1.4r/literal_defaults.py
default_verification_passed_rpc	src/core/rpc.ail	150s/verification: NotReached,/verification: Passed({ occurrence: "m", step: 0, command: "c", exit_code: Some(0), output: "", truncated: false, workspace_revision: None }),/	python3 .agent/projects/031_system_one_decisions/evidence/P1.4r/literal_defaults.py
# ...and the per-turn session literal BEHAVIOURALLY: session.ail's mk_v2_ext_ctx test (the verification and the window)
default_verification_passed_session_test	src/core/session.ail	s/verification: NotReached, tool_evidence: empty_tool_evidence(), decision_state: None, world: world --/verification: Passed({ occurrence: "m", step: 0, command: "c", exit_code: Some(0), output: "", truncated: false, workspace_revision: None }), tool_evidence: empty_tool_evidence(), decision_state: None, world: world --/	bash .agent/projects/031_system_one_decisions/evidence/P1.4r/p14r_check.sh test src/core/session.ail
default_window_complete_session_test	src/core/session.ail	s/verification: NotReached, tool_evidence: empty_tool_evidence(), decision_state: None, world: world --/verification: NotReached, tool_evidence: { empty_tool_evidence() | complete_from_session_start: true }, decision_state: None, world: world --/	bash .agent/projects/031_system_one_decisions/evidence/P1.4r/p14r_check.sh test src/core/session.ail
# complete_from_session_start = true -> red: the one default every host literal reads (behavioural and static)
default_window_complete_test	src/core/ext/ctx_defaults.ail	s/complete_from_session_start: false, omitted_count: None }$/complete_from_session_start: true, omitted_count: None }/	bash .agent/projects/031_system_one_decisions/evidence/P1.4r/p14r_check.sh test src/core/ext/runtime.ail
default_window_complete_lint	src/core/ext/ctx_defaults.ail	s/complete_from_session_start: false, omitted_count: None }$/complete_from_session_start: true, omitted_count: None }/	python3 .agent/projects/031_system_one_decisions/evidence/P1.4r/literal_defaults.py
# a decision site handed None (the ordinary view) -> red, each family, unit and end to end
