scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/prompts.ail]	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/ext/registry.ail]	refused	InadmissibleCandidate:path:src/core/ext/registry.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_catalog.ail]	refused	InadmissibleCandidate:path:src/core/tool_catalog.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/backend.ail]	refused	InadmissibleCandidate:path:src/core/backend.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/config.ail]	refused	InadmissibleCandidate:path:src/core/config.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_runtime.ail]	refused	InadmissibleCandidate:path:src/core/tool_runtime.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_stream_phase.ail]	refused	InadmissibleCandidate:path:src/core/tool_stream_phase.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/dst_replay.ail]	refused	InadmissibleCandidate:path:src/core/dst_replay.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/test/stub_step.ail]	refused	InadmissibleCandidate:path:src/core/test/stub_step.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[scripts/dst/strict_replay_dst.ail]	refused	InadmissibleCandidate:path:scripts/dst/strict_replay_dst.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.lock]	refused	InadmissibleCandidate:path:ailang.lock	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.toml]	refused	InadmissibleCandidate:path:ailang.toml	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[packages/motoko-ext-abi/src/types.ail]	refused	InadmissibleCandidate:path:packages/motoko-ext-abi/src/types.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[src/core/ailang.toml]	refused	InadmissibleCandidate:path:src/core/ailang.toml	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_path_deletion_counts	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent[behavior_change]	refused	InadmissibleCandidate:intent:behavior-change	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent[unreviewed]	refused	InadmissibleCandidate:intent:unreviewed	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent[parent]	refused	InadmissibleCandidate:intent:parent	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent[candidate]	refused	InadmissibleCandidate:intent:candidate	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent[schema]	refused	InadmissibleCandidate:intent:schema	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_inadmissible_intent_record_unreadable	refused	InadmissibleCandidate:intent:record_unreadable	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_path_before_intent	refused	InadmissibleCandidate:path:ailang.lock	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_evaluator_touched[src/eval/journal/reader.ail]	refused	EvaluatorTouched:src/eval/journal/reader.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_evaluator_touched[scripts/eval/mem_guard.py]	refused	EvaluatorTouched:scripts/eval/mem_guard.py	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_evaluator_touched[scripts/eval/journal_replay.ail]	refused	EvaluatorTouched:scripts/eval/journal_replay.ail	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_evaluator_touched[tools/eval_protected/manifest-A.json]	refused	EvaluatorTouched:tools/eval_protected/manifest-A.json	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_evaluator_touched[src/eval/journal/testdata/gen_fixtures.py]	refused	EvaluatorTouched:src/eval/journal/testdata/gen_fixtures.py	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_region_touched[duplicate]	refused	ProtectedRegionTouched:duplicate:provider_api_model	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_region_touched[import_statement]	refused	ProtectedRegionTouched:changed:<imports:1>	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_region_touched[missing]	refused	ProtectedRegionTouched:missing:scripted_step_faults	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_region_touched[span_hash]	refused	ProtectedRegionTouched:changed:tool_outcome_record	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_region_moved	refused	ProtectedRegionTouched:moved:provider_api_model	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_protected_checker_error_refuses	refused	ProtectedRegionTouched:checker_error	aggregate:refusal
scripts/eval/test_candidate.py:test_m13_clean_twin_passes_every_refusal	pass	-	aggregate:refusal
scripts/eval/test_candidate.py:test_m15_inadmissible_path_passes_path_refusal	pass	-	aggregate:refusal
scripts/eval/test_candidate.py:test_m15_inadmissible_intent_passes_intent_refusal	pass	-	aggregate:refusal
scripts/eval/test_candidate.py:test_m15_digest_function_only_passes_path_refusal	pass	-	aggregate:refusal
scripts/eval/test_candidate.py:test_m15_digest_function_only_passes_intent_refusal	pass	-	aggregate:refusal
scripts/eval/test_candidate.py:test_m15_evaluator_touched_passes_evaluator_refusal	pass	-	aggregate:refusal
